Países;Niveles de educación;Sexo;Periodo;Total
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;7
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;8
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;6
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;6
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2017;6,7
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2016;7,5
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2015;7,4
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2014;8,4
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2013;9,9
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2012;10,5
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2011;13
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2010;18,8
Estonia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2009;12,4
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2023;6,6
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2022;5,8
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2021;6,8
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2020;7
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2019;3,9
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2018;5,4
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2017;6,5
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2016;8
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2015;6,6
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2014;7,9
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2013;9,4
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2012;10,5
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2011;12,5
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2010;19,3
Estonia;Secundaria 2ª etapa (nivel 3-4);Hombres;2009;18,2
Estonia;Educación superior (nivel 5-8);Mujeres;2023;3,9
Estonia;Educación superior (nivel 5-8);Mujeres;2022;3,3
Estonia;Educación superior (nivel 5-8);Mujeres;2021;3,2
Estonia;Educación superior (nivel 5-8);Mujeres;2020;4,8
Estonia;Educación superior (nivel 5-8);Mujeres;2019;2,9
Estonia;Educación superior (nivel 5-8);Mujeres;2018;3,3
Estonia;Educación superior (nivel 5-8);Mujeres;2017;3
Estonia;Educación superior (nivel 5-8);Mujeres;2016;3,8
Estonia;Educación superior (nivel 5-8);Mujeres;2015;4,3
Estonia;Educación superior (nivel 5-8);Mujeres;2014;4,7
Estonia;Educación superior (nivel 5-8);Mujeres;2013;5,9
Estonia;Educación superior (nivel 5-8);Mujeres;2012;6,2
Estonia;Educación superior (nivel 5-8);Mujeres;2011;8,6
Estonia;Educación superior (nivel 5-8);Mujeres;2010;7,8
Estonia;Educación superior (nivel 5-8);Mujeres;2009;5,8
Estonia;Educación superior (nivel 5-8);Hombres;2023;3,2
Estonia;Educación superior (nivel 5-8);Hombres;2022;4,3
Estonia;Educación superior (nivel 5-8);Hombres;2021;3,9
Estonia;Educación superior (nivel 5-8);Hombres;2020;4,7
Estonia;Educación superior (nivel 5-8);Hombres;2019;2,7
Estonia;Educación superior (nivel 5-8);Hombres;2018;3,8
Estonia;Educación superior (nivel 5-8);Hombres;2017;3,6
Estonia;Educación superior (nivel 5-8);Hombres;2016;4
Estonia;Educación superior (nivel 5-8);Hombres;2015;3,4
Estonia;Educación superior (nivel 5-8);Hombres;2014;4,8
Estonia;Educación superior (nivel 5-8);Hombres;2013;5,6
Estonia;Educación superior (nivel 5-8);Hombres;2012;5,8
Estonia;Educación superior (nivel 5-8);Hombres;2011;7,1
Estonia;Educación superior (nivel 5-8);Hombres;2010;12
Estonia;Educación superior (nivel 5-8);Hombres;2009;6,9
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2023;10,2
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2022;10,6
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2021;13,4
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2020;8,6
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2019;9
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2018;11,8
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2017;11,6
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2016;13,3
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2015;15,6
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2014;18,8
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2013;19,9
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2012;20,2
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2011;18,7
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2010;16,2
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2009;12,5
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2023;7,9
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2022;8
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2021;9,2
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2020;8,2
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2019;8,8
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2018;9,1
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2017;12,1
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2016;15,2
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2015;17,9
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2014;20,4
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2013;22,8
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2012;27,8
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2011;26,3
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2010;24,7
Irlanda;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2009;20,7
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2023;4,9
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2022;5,7
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;8,3
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;7,4
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;7,2
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2017;8,3
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2016;9,6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2015;11,4
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2014;13,8
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2013;15,9
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2012;16
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2011;15,3
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2010;13,6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Mujeres;2009;10,7
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2023;5
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2022;4,9
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2021;7,6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2020;6,6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2019;6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2018;6,7
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2017;8,4
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2016;10
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2015;12,6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2014;14,8
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2013;17,7
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2012;20,6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2011;20,5
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2010;19,6
Irlanda;Secundaria 2ª etapa (nivel 3-4);Hombres;2009;17,4
Irlanda;Educación superior (nivel 5-8);Mujeres;2023;3
Irlanda;Educación superior (nivel 5-8);Mujeres;2022;3,2
Irlanda;Educación superior (nivel 5-8);Mujeres;2021;4,2
Irlanda;Educación superior (nivel 5-8);Mujeres;2020;4,2
Irlanda;Educación superior (nivel 5-8);Mujeres;2019;3,2
Irlanda;Educación superior (nivel 5-8);Mujeres;2018;3,9
Irlanda;Educación superior (nivel 5-8);Mujeres;2017;4,1
Irlanda;Educación superior (nivel 5-8);Mujeres;2016;4,9
Irlanda;Educación superior (nivel 5-8);Mujeres;2015;5,9
Irlanda;Educación superior (nivel 5-8);Mujeres;2014;7
Irlanda;Educación superior (nivel 5-8);Mujeres;2013;8
Irlanda;Educación superior (nivel 5-8);Mujeres;2012;8,2
Irlanda;Educación superior (nivel 5-8);Mujeres;2011;8,3
Irlanda;Educación superior (nivel 5-8);Mujeres;2010;8
Irlanda;Educación superior (nivel 5-8);Mujeres;2009;7,3
Irlanda;Educación superior (nivel 5-8);Hombres;2023;2,8
Irlanda;Educación superior (nivel 5-8);Hombres;2022;3
Irlanda;Educación superior (nivel 5-8);Hombres;2021;4,4
Irlanda;Educación superior (nivel 5-8);Hombres;2020;4
Irlanda;Educación superior (nivel 5-8);Hombres;2019;3,2
Irlanda;Educación superior (nivel 5-8);Hombres;2018;3,8
Irlanda;Educación superior (nivel 5-8);Hombres;2017;4
Irlanda;Educación superior (nivel 5-8);Hombres;2016;5
Irlanda;Educación superior (nivel 5-8);Hombres;2015;5,3
Irlanda;Educación superior (nivel 5-8);Hombres;2014;6,5
Irlanda;Educación superior (nivel 5-8);Hombres;2013;7,2
Irlanda;Educación superior (nivel 5-8);Hombres;2012;7,9
Irlanda;Educación superior (nivel 5-8);Hombres;2011;8,4
Irlanda;Educación superior (nivel 5-8);Hombres;2010;8,6
Irlanda;Educación superior (nivel 5-8);Hombres;2009;7,7
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2023;17,5
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2022;20,9
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2021;23,6
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2020;23,4
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2019;25,2
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2018;27,4
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2017;28,4
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2016;29,9
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2015;29,2
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2014;30,2
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2013;31,3
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2012;28,5
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2011;20,2
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2010;15,7
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2009;13,6
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2023;9,6
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2022;11,3
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2021;12,7
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2020;16,4
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2019;18,3
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2018;19,3
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2017;21,9
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2016;24,3
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2015;25,3
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2014;27,1
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2013;28,9
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2012;24,7
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2011;17
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2010;11,1
Grecia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2009;7,5
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2023;17,7
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2022;20,8
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;22,8
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;23,2
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;25,3
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;28,4
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2017;30,3
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2016;32,6
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2015;33,6
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2014;36,1
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2013;37
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2012;32,9
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2011;25,3
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2010;19,3
Grecia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2009;15,5
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2023;9,5
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2022;10,1
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2021;12,9
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2020;15,3
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2019;15,7
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2018;16,9
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2017;19,1
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2016;21,2
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2015;22,8
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2014;25,5
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2013;26,4
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2012;23,5
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2011;16,3
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2010;10,9
Grecia;Secundaria 2ª etapa (nivel 3-4);Hombres;2009;7,5
Grecia;Educación superior (nivel 5-8);Mujeres;2023;9,9
Grecia;Educación superior (nivel 5-8);Mujeres;2022;10,8
Grecia;Educación superior (nivel 5-8);Mujeres;2021;13,6
Grecia;Educación superior (nivel 5-8);Mujeres;2020;14,9
Grecia;Educación superior (nivel 5-8);Mujeres;2019;15,9
Grecia;Educación superior (nivel 5-8);Mujeres;2018;18,4
Grecia;Educación superior (nivel 5-8);Mujeres;2017;20,4
Grecia;Educación superior (nivel 5-8);Mujeres;2016;22,2
Grecia;Educación superior (nivel 5-8);Mujeres;2015;23,1
Grecia;Educación superior (nivel 5-8);Mujeres;2014;23
Grecia;Educación superior (nivel 5-8);Mujeres;2013;24,5
Grecia;Educación superior (nivel 5-8);Mujeres;2012;22,2
Grecia;Educación superior (nivel 5-8);Mujeres;2011;17,7
Grecia;Educación superior (nivel 5-8);Mujeres;2010;13
Grecia;Educación superior (nivel 5-8);Mujeres;2009;9,9
Grecia;Educación superior (nivel 5-8);Hombres;2023;6,2
Grecia;Educación superior (nivel 5-8);Hombres;2022;7
Grecia;Educación superior (nivel 5-8);Hombres;2021;8,3
Grecia;Educación superior (nivel 5-8);Hombres;2020;9,1
Grecia;Educación superior (nivel 5-8);Hombres;2019;8,3
Grecia;Educación superior (nivel 5-8);Hombres;2018;9,9
Grecia;Educación superior (nivel 5-8);Hombres;2017;12,3
Grecia;Educación superior (nivel 5-8);Hombres;2016;13,4
Grecia;Educación superior (nivel 5-8);Hombres;2015;16,4
Grecia;Educación superior (nivel 5-8);Hombres;2014;17
Grecia;Educación superior (nivel 5-8);Hombres;2013;16,4
Grecia;Educación superior (nivel 5-8);Hombres;2012;14,5
Grecia;Educación superior (nivel 5-8);Hombres;2011;10,7
Grecia;Educación superior (nivel 5-8);Hombres;2010;7
Grecia;Educación superior (nivel 5-8);Hombres;2009;5,2
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2023;22,3
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2022;23,9
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2021;26,6
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2020;26,4
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2019;24,8
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2018;26,4
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2017;28,8
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2016;31,6
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2015;33,9
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2014;35,5
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2013;36,4
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2012;34,3
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2011;29,8
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2010;28,1
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2009;25,8
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2023;15,1
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2022;16,3
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2021;18,2
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2020;18,7
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2019;17,5
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2018;19,4
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2017;22,5
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2016;25,6
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2015;29
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2014;32,6
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2013;34,5
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2012;33,2
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2011;28,2
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2010;26,5
España;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2009;23,7
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2023;15,5
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2022;17,1
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;18,9
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;19,2
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;17,2
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;17,9
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2017;19,8
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2016;22,3
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2015;24,3
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2014;26,6
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2013;27,6
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2012;25,5
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2011;23
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2010;20,8
España;Secundaria 2ª etapa (nivel 3-4);Mujeres;2009;17,9
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2023;11,3
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2022;11,7
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2021;13,7
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2020;14,1
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2019;12
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2018;13,3
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2017;14,4
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2016;16,4
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2015;19,2
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2014;21,9
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2013;24,3
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2012;22,9
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2011;19,5
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2010;17,4
España;Secundaria 2ª etapa (nivel 3-4);Hombres;2009;16
España;Educación superior (nivel 5-8);Mujeres;2023;8,6
España;Educación superior (nivel 5-8);Mujeres;2022;8,9
España;Educación superior (nivel 5-8);Mujeres;2021;10,4
España;Educación superior (nivel 5-8);Mujeres;2020;11,4
España;Educación superior (nivel 5-8);Mujeres;2019;9,8
España;Educación superior (nivel 5-8);Mujeres;2018;10,2
España;Educación superior (nivel 5-8);Mujeres;2017;11,5
España;Educación superior (nivel 5-8);Mujeres;2016;13,2
España;Educación superior (nivel 5-8);Mujeres;2015;15
España;Educación superior (nivel 5-8);Mujeres;2014;16,3
España;Educación superior (nivel 5-8);Mujeres;2013;17,6
España;Educación superior (nivel 5-8);Mujeres;2012;16,3
España;Educación superior (nivel 5-8);Mujeres;2011;13,6
España;Educación superior (nivel 5-8);Mujeres;2010;12,2
España;Educación superior (nivel 5-8);Mujeres;2009;10,5
España;Educación superior (nivel 5-8);Hombres;2023;6,1
España;Educación superior (nivel 5-8);Hombres;2022;6,4
España;Educación superior (nivel 5-8);Hombres;2021;8,1
España;Educación superior (nivel 5-8);Hombres;2020;8,9
España;Educación superior (nivel 5-8);Hombres;2019;7,4
España;Educación superior (nivel 5-8);Hombres;2018;7,6
España;Educación superior (nivel 5-8);Hombres;2017;8,3
España;Educación superior (nivel 5-8);Hombres;2016;10
España;Educación superior (nivel 5-8);Hombres;2015;11,3
España;Educación superior (nivel 5-8);Hombres;2014;13,1
España;Educación superior (nivel 5-8);Hombres;2013;14,3
España;Educación superior (nivel 5-8);Hombres;2012;13,4
España;Educación superior (nivel 5-8);Hombres;2011;11,4
España;Educación superior (nivel 5-8);Hombres;2010;10,1
España;Educación superior (nivel 5-8);Hombres;2009;8,9
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2023;13
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2022;12,8
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2021;14,1
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2020;14,1
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2019;15,5
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2018;16
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2017;16,5
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2016;17,4
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2015;16,2
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2014;16
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2013;16
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2012;14,8
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2011;14,2
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2010;14,3
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Mujeres;2009;13
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2023;13,6
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2022;13,6
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2021;14,7
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2020;13,7
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2019;15,3
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2018;16,2
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2017;17,5
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2016;18,5
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2015;18,7
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2014;18,1
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2013;16,5
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2012;15,6
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2011;14,5
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2010;14,8
Francia;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);Hombres;2009;14,1
Francia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2023;8,5
Francia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2022;8,6
Francia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2021;9
Francia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2020;9,3
Francia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2019;9,9
Francia;Secundaria 2ª etapa (nivel 3-4);Mujeres;2018;10,4
