Países;Sexo/Brecha de género;Niveles de educación;Periodo;Total
Estonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;65,3
Estonia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;62,1
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;81,9
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;82,8
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;79,7
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;81,2
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;83,3
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;82,8
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;80,8
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;79,5
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;79,9
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;77,5
Estonia;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;75,3
Estonia;Hombres;Educación superior (nivel 5-8);2023;92,6
Estonia;Hombres;Educación superior (nivel 5-8);2022;89,8
Estonia;Hombres;Educación superior (nivel 5-8);2021;90,5
Estonia;Hombres;Educación superior (nivel 5-8);2020;88,5
Estonia;Hombres;Educación superior (nivel 5-8);2019;92
Estonia;Hombres;Educación superior (nivel 5-8);2018;90,7
Estonia;Hombres;Educación superior (nivel 5-8);2017;90,6
Estonia;Hombres;Educación superior (nivel 5-8);2016;90,3
Estonia;Hombres;Educación superior (nivel 5-8);2015;90
Estonia;Hombres;Educación superior (nivel 5-8);2014;88,3
Estonia;Hombres;Educación superior (nivel 5-8);2013;86,9
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;10,3
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;14
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;13,9
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;18,4
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;15,3
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;11,6
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;14,3
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;17,6
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;16,6
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;17,4
Estonia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;14,5
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;5,8
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;6,7
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;6,6
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;9,1
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;10,7
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;10,9
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;9,5
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;10,6
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;11,8
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;11,9
Estonia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;10,5
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;4,5
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;2,6
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;5,4
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;6,2
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;8,8
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;8,3
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;8,1
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;10,1
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;7,8
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;8
Estonia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;7,3
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;39,6
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;37,8
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;35,5
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;36,5
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;37,3
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;35
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;34,9
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;34,1
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;33,4
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;31,9
Irlanda;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;34
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;68
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;65,3
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;61,8
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;59,6
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;64
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;63,1
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;61,2
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;60,4
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;57,8
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;57,2
Irlanda;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;56
Irlanda;Mujeres;Educación superior (nivel 5-8);2023;84,2
Irlanda;Mujeres;Educación superior (nivel 5-8);2022;83,4
Irlanda;Mujeres;Educación superior (nivel 5-8);2021;81,6
Irlanda;Mujeres;Educación superior (nivel 5-8);2020;80,1
Irlanda;Mujeres;Educación superior (nivel 5-8);2019;81,5
Irlanda;Mujeres;Educación superior (nivel 5-8);2018;81,1
Irlanda;Mujeres;Educación superior (nivel 5-8);2017;80,7
Irlanda;Mujeres;Educación superior (nivel 5-8);2016;79,1
Irlanda;Mujeres;Educación superior (nivel 5-8);2015;78,3
Irlanda;Mujeres;Educación superior (nivel 5-8);2014;77
Irlanda;Mujeres;Educación superior (nivel 5-8);2013;75,8
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;64,6
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;65,3
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;61,8
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;62,1
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;63,7
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;63,4
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;61,9
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;61
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;60,6
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;57,6
Irlanda;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;56
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;82,5
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;81,8
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;76,7
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;77
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;80,6
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;79,1
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;77,8
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;76,8
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;74,3
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;72,6
Irlanda;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;69,1
Irlanda;Hombres;Educación superior (nivel 5-8);2023;91,3
Irlanda;Hombres;Educación superior (nivel 5-8);2022;91,6
Irlanda;Hombres;Educación superior (nivel 5-8);2021;89
Irlanda;Hombres;Educación superior (nivel 5-8);2020;88,3
Irlanda;Hombres;Educación superior (nivel 5-8);2019;89,8
Irlanda;Hombres;Educación superior (nivel 5-8);2018;89,1
Irlanda;Hombres;Educación superior (nivel 5-8);2017;88,6
Irlanda;Hombres;Educación superior (nivel 5-8);2016;86,9
Irlanda;Hombres;Educación superior (nivel 5-8);2015;86,4
Irlanda;Hombres;Educación superior (nivel 5-8);2014;84,9
Irlanda;Hombres;Educación superior (nivel 5-8);2013;83,5
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;25
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;27,5
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;26,3
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;25,6
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;26,4
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;28,4
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;27
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;26,9
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;27,2
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;25,7
Irlanda;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;22
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;14,5
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;16,5
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;14,9
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;17,4
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;16,6
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;16
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;16,6
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;16,4
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;16,5
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;15,4
Irlanda;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;13,1
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;7,1
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;8,2
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;7,4
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;8,2
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;8,3
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;8
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;7,9
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;7,8
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;8,1
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;7,9
Irlanda;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;7,7
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;40
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;37,8
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;36,2
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;35,4
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;36,3
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;35,2
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;35,1
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;34,6
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;35,3
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;34,1
Grecia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;33,3
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;50,7
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;48,5
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;45,8
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;46,1
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;45,8
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;43,7
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;42,9
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;41,7
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;40,8
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;39
Grecia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;38,4
Grecia;Mujeres;Educación superior (nivel 5-8);2023;75,6
Grecia;Mujeres;Educación superior (nivel 5-8);2022;74,6
Grecia;Mujeres;Educación superior (nivel 5-8);2021;71
Grecia;Mujeres;Educación superior (nivel 5-8);2020;69,7
Grecia;Mujeres;Educación superior (nivel 5-8);2019;69,3
Grecia;Mujeres;Educación superior (nivel 5-8);2018;67
Grecia;Mujeres;Educación superior (nivel 5-8);2017;65,2
Grecia;Mujeres;Educación superior (nivel 5-8);2016;64,3
Grecia;Mujeres;Educación superior (nivel 5-8);2015;63,7
Grecia;Mujeres;Educación superior (nivel 5-8);2014;63,6
Grecia;Mujeres;Educación superior (nivel 5-8);2013;62,6
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;73
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;72,1
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;68,6
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;64,7
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;64,5
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;63,9
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;62,3
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;60,3
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;59,6
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;57,9
Grecia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;57,3
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;75,5
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;74,8
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;69,5
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;67,6
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;68,3
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;67,2
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;65,1
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;63,2
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;61,8
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;60,3
Grecia;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;59,8
Grecia;Hombres;Educación superior (nivel 5-8);2023;83,3
Grecia;Hombres;Educación superior (nivel 5-8);2022;83
Grecia;Hombres;Educación superior (nivel 5-8);2021;79,8
Grecia;Hombres;Educación superior (nivel 5-8);2020;80,1
Grecia;Hombres;Educación superior (nivel 5-8);2019;82
Grecia;Hombres;Educación superior (nivel 5-8);2018;80,3
Grecia;Hombres;Educación superior (nivel 5-8);2017;77,3
Grecia;Hombres;Educación superior (nivel 5-8);2016;75,7
Grecia;Hombres;Educación superior (nivel 5-8);2015;72,6
Grecia;Hombres;Educación superior (nivel 5-8);2014;71,9
Grecia;Hombres;Educación superior (nivel 5-8);2013;74,1
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;33
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;34,3
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;32,4
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;29,3
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;28,2
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;28,7
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;27,2
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;25,7
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;24,3
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;23,8
Grecia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;24
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;24,8
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;26,3
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;23,7
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;21,5
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;22,5
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;23,5
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;22,2
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;21,5
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;21
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;21,3
Grecia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;21,4
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;7,7
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;8,4
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;8,8
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;10,4
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;12,7
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;13,3
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;12,1
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;11,4
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;8,9
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;8,3
Grecia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;11,5
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;49,6
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;47,4
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;45,6
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;44,3
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;46,8
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;45,6
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;44,3
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;42,8
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;41,2
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;40
España;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;39,4
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;60,6
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;58,7
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;57,6
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;55,7
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;58,8
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;58,5
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;57,4
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;56,4
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;55,1
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;53,9
España;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;53,7
España;Mujeres;Educación superior (nivel 5-8);2023;79,3
España;Mujeres;Educación superior (nivel 5-8);2022;78,6
España;Mujeres;Educación superior (nivel 5-8);2021;77,1
España;Mujeres;Educación superior (nivel 5-8);2020;75,2
España;Mujeres;Educación superior (nivel 5-8);2019;77,3
España;Mujeres;Educación superior (nivel 5-8);2018;76,7
España;Mujeres;Educación superior (nivel 5-8);2017;76,1
España;Mujeres;Educación superior (nivel 5-8);2016;74,8
España;Mujeres;Educación superior (nivel 5-8);2015;73,4
España;Mujeres;Educación superior (nivel 5-8);2014;72,1
España;Mujeres;Educación superior (nivel 5-8);2013;71
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;69,4
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;68,5
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;66,2
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;64,7
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;67,1
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;66
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;63,7
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;61,6
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;59
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;55,6
España;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;54,1
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;71,5
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;71,3
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;69,1
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;67,6
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;71,4
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;70,3
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;69,4
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;68,1
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;66,4
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;64,2
España;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;63
España;Hombres;Educación superior (nivel 5-8);2023;85,1
España;Hombres;Educación superior (nivel 5-8);2022;84,3
España;Hombres;Educación superior (nivel 5-8);2021;82,7
España;Hombres;Educación superior (nivel 5-8);2020;81,8
España;Hombres;Educación superior (nivel 5-8);2019;83,9
España;Hombres;Educación superior (nivel 5-8);2018;84
España;Hombres;Educación superior (nivel 5-8);2017;83,3
España;Hombres;Educación superior (nivel 5-8);2016;81,6
España;Hombres;Educación superior (nivel 5-8);2015;80,5
España;Hombres;Educación superior (nivel 5-8);2014;79
España;Hombres;Educación superior (nivel 5-8);2013;77,7
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;19,8
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;21,1
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;20,6
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;20,4
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;20,3
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;20,4
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;19,4
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;18,8
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;17,8
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;15,6
España;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;14,7
