Sexo;Países;Niveles de educación;Grupos de edad;Periodo;Total
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2022;7,7
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2021;8,9
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2020;11,8
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2019;9,3
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2018;8,6
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2017;10,5
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2016;10,3
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2015;11,5
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2014;11,5
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2013;13,7
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2012;16,8
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2011;19,3
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2010;19,7
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2009;14
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2023;7,8
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2022;8,1
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2021;9,8
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2020;8,6
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2019;6,5
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2018;7,1
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2017;..
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2016;..
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2015;..
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2014;..
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2013;..
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2012;..
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2011;..
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2010;..
Mujeres;Lituania;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2009;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2023;7,7
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2022;9,5
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2021;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2020;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2019;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2018;10,1
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2017;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2016;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2015;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2014;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2013;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2012;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2011;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2010;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 15 a 24 años;2009;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2023;3,4
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2022;2,9
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2021;3,6
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2020;3,6
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2019;2,7
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2018;2,4
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2017;2,5
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2016;2,5
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2015;3,4
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2014;4,3
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2013;4,7
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2012;4,6
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2011;5
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2010;6,2
Mujeres;Lituania;Educación superior (nivel 5-8);De 25 a 49 años;2009;4,6
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2023;4,5
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2022;4
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2021;4,4
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2020;4,8
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2019;2,1
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2018;2,9
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2017;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2016;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2015;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2014;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2013;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2012;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2011;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2010;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 50 a 59 años;2009;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2023;4,2
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2022;3,5
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2021;3,9
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2020;4,6
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2019;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2018;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2017;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2016;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2015;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2014;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2013;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2012;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2011;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2010;..
Mujeres;Lituania;Educación superior (nivel 5-8);De 60 a 64 años;2009;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2023;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2022;32,2
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2021;20,8
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2020;36,3
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2019;25,4
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2018;18,5
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2017;22
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2016;24,4
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2015;22,2
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2014;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2013;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2012;23
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2011;34,2
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2010;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2009;28,6
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2023;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2022;5,1
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2021;4,9
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2020;13,1
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2019;7,8
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2018;10
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2017;8,7
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2016;8,9
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2015;10,7
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2014;8,4
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2013;12,1
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2012;8
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2011;8,7
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2010;5,6
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 25 a 49 años;2009;8,5
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2023;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2022;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2021;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2020;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2019;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2018;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2017;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2016;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2015;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2014;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2013;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2012;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2011;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2010;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 50 a 59 años;2009;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2023;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2022;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2021;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2020;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2019;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2018;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2017;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2016;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2015;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2014;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2013;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2012;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2011;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2010;..
Mujeres;Luxemburgo;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 60 a 64 años;2009;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2023;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2022;12,5
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2021;17,8
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2020;16,2
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2019;15,1
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2018;11,3
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2017;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2016;16,4
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2015;11,6
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2014;16,9
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2013;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2012;16,3
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2011;15,5
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2010;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 15 a 24 años;2009;13,4
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2023;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2022;2,9
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2021;4,6
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2020;5
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2019;5,1
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2018;6,1
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2017;4,4
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2016;6,8
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2015;7
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2014;5,3
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2013;7,3
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2012;6,2
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2011;5,2
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2010;4,8
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 25 a 49 años;2009;4,1
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2023;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2022;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2021;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2020;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2019;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2018;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2017;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2016;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2015;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2014;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2013;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2012;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2011;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2010;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 50 a 59 años;2009;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2023;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2022;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2021;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2020;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2019;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2018;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2017;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2016;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2015;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2014;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2013;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2012;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2011;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2010;..
Mujeres;Luxemburgo;Secundaria 2ª etapa (nivel 3-4);De 60 a 64 años;2009;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2023;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2022;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2021;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2020;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2019;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2018;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2017;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2016;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2015;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2014;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2013;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2012;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2011;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2010;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 15 a 24 años;2009;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2023;3,8
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2022;3,1
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2021;4,8
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2020;5,8
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2019;3,9
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2018;4,8
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2017;4,5
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2016;4
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2015;5,1
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2014;4,4
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2013;4,3
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2012;4
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2011;4,7
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2010;4,9
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 25 a 49 años;2009;5
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2023;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2022;4,7
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2021;4,4
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2020;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2019;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2018;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2017;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2016;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2015;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2014;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2013;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2012;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2011;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2010;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 50 a 59 años;2009;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2023;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2022;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2021;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2020;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2019;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2018;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2017;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2016;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2015;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2014;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2013;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2012;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2011;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2010;..
Mujeres;Luxemburgo;Educación superior (nivel 5-8);De 60 a 64 años;2009;..
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2023;29,7
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2022;21,3
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2021;29,4
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2020;26,4
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2019;33,3
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2018;31
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2017;22,3
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2016;23,6
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2015;35,4
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2014;41
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2013;49,5
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2012;45,7
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2011;41
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2010;37
Mujeres;Hungría;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);De 15 a 24 años;2009;46
