Países;Sexo/Brecha de género;Grupos de edad;Periodo;Total
Dinamarca;Mujeres;25 y más años;2012;6,5
Dinamarca;Mujeres;25 y más años;2011;6,4
Dinamarca;Mujeres;25 y más años;2010;5,6
Dinamarca;Mujeres;25 y más años;2009;4,6
Dinamarca;Hombres;Menos de 25 años;2023;11,8
Dinamarca;Hombres;Menos de 25 años;2022;10,6
Dinamarca;Hombres;Menos de 25 años;2021;10,7
Dinamarca;Hombres;Menos de 25 años;2020;12,6
Dinamarca;Hombres;Menos de 25 años;2019;10,4
Dinamarca;Hombres;Menos de 25 años;2018;11,8
Dinamarca;Hombres;Menos de 25 años;2017;12,9
Dinamarca;Hombres;Menos de 25 años;2016;13,5
Dinamarca;Hombres;Menos de 25 años;2015;13,2
Dinamarca;Hombres;Menos de 25 años;2014;15,6
Dinamarca;Hombres;Menos de 25 años;2013;16,3
Dinamarca;Hombres;Menos de 25 años;2012;16,8
Dinamarca;Hombres;Menos de 25 años;2011;18,2
Dinamarca;Hombres;Menos de 25 años;2010;17,9
Dinamarca;Hombres;Menos de 25 años;2009;15,3
Dinamarca;Hombres;25 y más años;2023;3,9
Dinamarca;Hombres;25 y más años;2022;3,4
Dinamarca;Hombres;25 y más años;2021;4,2
Dinamarca;Hombres;25 y más años;2020;4,2
Dinamarca;Hombres;25 y más años;2019;3,9
Dinamarca;Hombres;25 y más años;2018;3,8
Dinamarca;Hombres;25 y más años;2017;4,4
Dinamarca;Hombres;25 y más años;2016;4,4
Dinamarca;Hombres;25 y más años;2015;4,9
Dinamarca;Hombres;25 y más años;2014;5,3
Dinamarca;Hombres;25 y más años;2013;5,6
Dinamarca;Hombres;25 y más años;2012;6,3
Dinamarca;Hombres;25 y más años;2011;6,1
Dinamarca;Hombres;25 y más años;2010;7,1
Dinamarca;Hombres;25 y más años;2009;5,6
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2023;-0,5
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2022;-0,1
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2021;0,3
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2020;-2
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2019;-0,7
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2018;-2,6
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2017;-1
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2016;-2,7
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2015;-2,1
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2014;-2,7
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2013;-3
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2012;-2
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2011;-3,8
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2010;-4,7
Dinamarca;Brecha de género (mujeres - hombres);Menos de 25 años;2009;-3,7
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2023;0,3
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2022;0,1
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2021;0
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2020;1
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2019;0,6
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2018;0,8
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2017;0,6
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2016;1,1
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2015;0,8
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2014;0,8
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2013;1,1
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2012;0,2
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2011;0,3
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2010;-1,5
Dinamarca;Brecha de género (mujeres - hombres);25 y más años;2009;-1
Alemania;Mujeres;Menos de 25 años;2023;4,9
Alemania;Mujeres;Menos de 25 años;2022;5,5
Alemania;Mujeres;Menos de 25 años;2021;6,6
Alemania;Mujeres;Menos de 25 años;2020;7,4
Alemania;Mujeres;Menos de 25 años;2019;5,1
Alemania;Mujeres;Menos de 25 años;2018;5,5
Alemania;Mujeres;Menos de 25 años;2017;6,2
Alemania;Mujeres;Menos de 25 años;2016;6,6
Alemania;Mujeres;Menos de 25 años;2015;7
Alemania;Mujeres;Menos de 25 años;2014;7,6
Alemania;Mujeres;Menos de 25 años;2013;7,6
Alemania;Mujeres;Menos de 25 años;2012;7,8
Alemania;Mujeres;Menos de 25 años;2011;8,4
Alemania;Mujeres;Menos de 25 años;2010;9,4
Alemania;Mujeres;Menos de 25 años;2009;10,5
Alemania;Mujeres;25 y más años;2023;2,6
Alemania;Mujeres;25 y más años;2022;2,6
Alemania;Mujeres;25 y más años;2021;2,9
Alemania;Mujeres;25 y más años;2020;2,8
Alemania;Mujeres;25 y más años;2019;2,3
Alemania;Mujeres;25 y más años;2018;2,5
Alemania;Mujeres;25 y más años;2017;2,8
Alemania;Mujeres;25 y más años;2016;3,2
Alemania;Mujeres;25 y más años;2015;3,7
Alemania;Mujeres;25 y más años;2014;4
Alemania;Mujeres;25 y más años;2013;4,3
Alemania;Mujeres;25 y más años;2012;4,5
Alemania;Mujeres;25 y más años;2011;4,9
Alemania;Mujeres;25 y más años;2010;5,7
Alemania;Mujeres;25 y más años;2009;6,4
Alemania;Hombres;Menos de 25 años;2023;6,5
Alemania;Hombres;Menos de 25 años;2022;6,4
Alemania;Hombres;Menos de 25 años;2021;7,4
Alemania;Hombres;Menos de 25 años;2020;8,5
Alemania;Hombres;Menos de 25 años;2019;7
Alemania;Hombres;Menos de 25 años;2018;7,5
Alemania;Hombres;Menos de 25 años;2017;8,1
Alemania;Hombres;Menos de 25 años;2016;8,3
Alemania;Hombres;Menos de 25 años;2015;8,4
Alemania;Hombres;Menos de 25 años;2014;8,8
Alemania;Hombres;Menos de 25 años;2013;9
Alemania;Hombres;Menos de 25 años;2012;9,2
Alemania;Hombres;Menos de 25 años;2011;9,7
Alemania;Hombres;Menos de 25 años;2010;11,4
Alemania;Hombres;Menos de 25 años;2009;13,2
Alemania;Hombres;25 y más años;2023;2,8
Alemania;Hombres;25 y más años;2022;3
Alemania;Hombres;25 y más años;2021;3,6
Alemania;Hombres;25 y más años;2020;3,5
Alemania;Hombres;25 y más años;2019;2,9
Alemania;Hombres;25 y más años;2018;3,2
Alemania;Hombres;25 y más años;2017;3,5
Alemania;Hombres;25 y más años;2016;3,8
Alemania;Hombres;25 y más años;2015;4,3
Alemania;Hombres;25 y más años;2014;4,6
Alemania;Hombres;25 y más años;2013;4,8
Alemania;Hombres;25 y más años;2012;4,8
Alemania;Hombres;25 y más años;2011;5,2
Alemania;Hombres;25 y más años;2010;6,4
Alemania;Hombres;25 y más años;2009;7
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2023;-1,6
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2022;-0,9
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2021;-0,8
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2020;-1,1
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2019;-1,9
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2018;-2
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2017;-1,9
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2016;-1,7
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2015;-1,4
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2014;-1,2
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2013;-1,4
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2012;-1,4
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2011;-1,3
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2010;-2
Alemania;Brecha de género (mujeres - hombres);Menos de 25 años;2009;-2,7
Alemania;Brecha de género (mujeres - hombres);25 y más años;2023;-0,2
Alemania;Brecha de género (mujeres - hombres);25 y más años;2022;-0,4
Alemania;Brecha de género (mujeres - hombres);25 y más años;2021;-0,7
Alemania;Brecha de género (mujeres - hombres);25 y más años;2020;-0,7
Alemania;Brecha de género (mujeres - hombres);25 y más años;2019;-0,6
Alemania;Brecha de género (mujeres - hombres);25 y más años;2018;-0,7
Alemania;Brecha de género (mujeres - hombres);25 y más años;2017;-0,7
Alemania;Brecha de género (mujeres - hombres);25 y más años;2016;-0,6
Alemania;Brecha de género (mujeres - hombres);25 y más años;2015;-0,6
Alemania;Brecha de género (mujeres - hombres);25 y más años;2014;-0,6
Alemania;Brecha de género (mujeres - hombres);25 y más años;2013;-0,5
Alemania;Brecha de género (mujeres - hombres);25 y más años;2012;-0,3
Alemania;Brecha de género (mujeres - hombres);25 y más años;2011;-0,3
Alemania;Brecha de género (mujeres - hombres);25 y más años;2010;-0,7
Alemania;Brecha de género (mujeres - hombres);25 y más años;2009;-0,6
Estonia;Mujeres;Menos de 25 años;2023;16,4
Estonia;Mujeres;Menos de 25 años;2022;16,5
Estonia;Mujeres;Menos de 25 años;2021;15
Estonia;Mujeres;Menos de 25 años;2020;18,3
Estonia;Mujeres;Menos de 25 años;2019;12
Estonia;Mujeres;Menos de 25 años;2018;11,1
Estonia;Mujeres;Menos de 25 años;2017;9,3
Estonia;Mujeres;Menos de 25 años;2016;10,4
Estonia;Mujeres;Menos de 25 años;2015;12,9
Estonia;Mujeres;Menos de 25 años;2014;9,9
Estonia;Mujeres;Menos de 25 años;2013;19,6
Estonia;Mujeres;Menos de 25 años;2012;18,2
Estonia;Mujeres;Menos de 25 años;2011;20,3
Estonia;Mujeres;Menos de 25 años;2010;28,8
Estonia;Mujeres;Menos de 25 años;2009;21,5
Estonia;Mujeres;25 y más años;2023;5,8
Estonia;Mujeres;25 y más años;2022;4
Estonia;Mujeres;25 y más años;2021;4,8
Estonia;Mujeres;25 y más años;2020;5,7
Estonia;Mujeres;25 y más años;2019;4,2
Estonia;Mujeres;25 y más años;2018;4,7
Estonia;Mujeres;25 y más años;2017;4,8
Estonia;Mujeres;25 y más años;2016;5,7
Estonia;Mujeres;25 y más años;2015;5,7
Estonia;Mujeres;25 y más años;2014;6,4
Estonia;Mujeres;25 y más años;2013;6,9
Estonia;Mujeres;25 y más años;2012;8
Estonia;Mujeres;25 y más años;2011;10,6
Estonia;Mujeres;25 y más años;2010;12,4
Estonia;Mujeres;25 y más años;2009;9
Estonia;Hombres;Menos de 25 años;2023;18,4
Estonia;Hombres;Menos de 25 años;2022;21
Estonia;Hombres;Menos de 25 años;2021;18,4
Estonia;Hombres;Menos de 25 años;2020;18,4
Estonia;Hombres;Menos de 25 años;2019;11,2
Estonia;Hombres;Menos de 25 años;2018;12,9
Estonia;Hombres;Menos de 25 años;2017;14,7
Estonia;Hombres;Menos de 25 años;2016;17,3
Estonia;Hombres;Menos de 25 años;2015;15,5
Estonia;Hombres;Menos de 25 años;2014;19,3
Estonia;Hombres;Menos de 25 años;2013;17,8
Estonia;Hombres;Menos de 25 años;2012;22,8
Estonia;Hombres;Menos de 25 años;2011;23,8
Estonia;Hombres;Menos de 25 años;2010;35,7
Estonia;Hombres;Menos de 25 años;2009;31,6
Estonia;Hombres;25 y más años;2023;5,2
Estonia;Hombres;25 y más años;2022;5
Estonia;Hombres;25 y más años;2021;6
Estonia;Hombres;25 y más años;2020;6,2
Estonia;Hombres;25 y más años;2019;3,5
Estonia;Hombres;25 y más años;2018;4,9
Estonia;Hombres;25 y más años;2017;5,6
Estonia;Hombres;25 y más años;2016;6,7
Estonia;Hombres;25 y más años;2015;5,6
Estonia;Hombres;25 y más años;2014;6,8
Estonia;Hombres;25 y más años;2013;8,2
Estonia;Hombres;25 y más años;2012;9,5
Estonia;Hombres;25 y más años;2011;11,7
Estonia;Hombres;25 y más años;2010;17,3
Estonia;Hombres;25 y más años;2009;14,7
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2023;-2
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2022;-4,5
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2021;..
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2020;-0,1
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2019;0,8
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2018;-1,8
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2017;-5,4
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2016;-6,9
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2015;-2,6
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2014;-9,4
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2013;1,8
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2012;-4,6
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2011;-3,5
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2010;-6,9
Estonia;Brecha de género (mujeres - hombres);Menos de 25 años;2009;-10,1
Estonia;Brecha de género (mujeres - hombres);25 y más años;2023;0,6
Estonia;Brecha de género (mujeres - hombres);25 y más años;2022;-1
Estonia;Brecha de género (mujeres - hombres);25 y más años;2021;-1,2
Estonia;Brecha de género (mujeres - hombres);25 y más años;2020;-0,5
Estonia;Brecha de género (mujeres - hombres);25 y más años;2019;0,7
Estonia;Brecha de género (mujeres - hombres);25 y más años;2018;-0,2
Estonia;Brecha de género (mujeres - hombres);25 y más años;2017;-0,8
Estonia;Brecha de género (mujeres - hombres);25 y más años;2016;-1
Estonia;Brecha de género (mujeres - hombres);25 y más años;2015;0,1
Estonia;Brecha de género (mujeres - hombres);25 y más años;2014;-0,4
Estonia;Brecha de género (mujeres - hombres);25 y más años;2013;-1,3
Estonia;Brecha de género (mujeres - hombres);25 y más años;2012;-1,5
Estonia;Brecha de género (mujeres - hombres);25 y más años;2011;-1,1
Estonia;Brecha de género (mujeres - hombres);25 y más años;2010;-4,9
Estonia;Brecha de género (mujeres - hombres);25 y más años;2009;-5,7
Irlanda;Mujeres;Menos de 25 años;2023;10,6
Irlanda;Mujeres;Menos de 25 años;2022;10
Irlanda;Mujeres;Menos de 25 años;2021;14,6
Irlanda;Mujeres;Menos de 25 años;2020;15,8
Irlanda;Mujeres;Menos de 25 años;2019;10,6
Irlanda;Mujeres;Menos de 25 años;2018;12,6
Irlanda;Mujeres;Menos de 25 años;2017;12,6
Irlanda;Mujeres;Menos de 25 años;2016;13,6
Irlanda;Mujeres;Menos de 25 años;2015;16,3
Irlanda;Mujeres;Menos de 25 años;2014;19,8
Irlanda;Mujeres;Menos de 25 años;2013;22,8
Irlanda;Mujeres;Menos de 25 años;2012;23,5
Irlanda;Mujeres;Menos de 25 años;2011;22,3
Irlanda;Mujeres;Menos de 25 años;2010;20,9
Irlanda;Mujeres;Menos de 25 años;2009;16,8
Irlanda;Mujeres;25 y más años;2023;3,2
Irlanda;Mujeres;25 y más años;2022;3,8
Irlanda;Mujeres;25 y más años;2021;4,9
Irlanda;Mujeres;25 y más años;2020;4,5
Irlanda;Mujeres;25 y más años;2019;3,9
Irlanda;Mujeres;25 y más años;2018;4,8
Irlanda;Mujeres;25 y más años;2017;5,4
Irlanda;Mujeres;25 y más años;2016;6,7
Irlanda;Mujeres;25 y más años;2015;7,9
Irlanda;Mujeres;25 y más años;2014;9,6
Irlanda;Mujeres;25 y más años;2013;10,9
Irlanda;Mujeres;25 y más años;2012;11,1
Irlanda;Mujeres;25 y más años;2011;10,9
Irlanda;Mujeres;25 y más años;2010;9,7
Irlanda;Mujeres;25 y más años;2009;7,9
Irlanda;Hombres;Menos de 25 años;2023;10,7
Irlanda;Hombres;Menos de 25 años;2022;10,2
Irlanda;Hombres;Menos de 25 años;2021;14,5
Irlanda;Hombres;Menos de 25 años;2020;15,9
Irlanda;Hombres;Menos de 25 años;2019;14,2
Irlanda;Hombres;Menos de 25 años;2018;14,8
Irlanda;Hombres;Menos de 25 años;2017;16
Irlanda;Hombres;Menos de 25 años;2016;19,7
Irlanda;Hombres;Menos de 25 años;2015;23,5
Irlanda;Hombres;Menos de 25 años;2014;26,6
Irlanda;Hombres;Menos de 25 años;2013;30,3
Irlanda;Hombres;Menos de 25 años;2012;37,4
Irlanda;Hombres;Menos de 25 años;2011;36,1
Irlanda;Hombres;Menos de 25 años;2010;34,7
Irlanda;Hombres;Menos de 25 años;2009;31,5
Irlanda;Hombres;25 y más años;2023;3,5
Irlanda;Hombres;25 y más años;2022;3,6
Irlanda;Hombres;25 y más años;2021;5,2
Irlanda;Hombres;25 y más años;2020;4,6
Irlanda;Hombres;25 y más años;2019;4
Irlanda;Hombres;25 y más años;2018;4,7
Irlanda;Hombres;25 y más años;2017;6
Irlanda;Hombres;25 y más años;2016;7,6
Irlanda;Hombres;25 y más años;2015;9,1
Irlanda;Hombres;25 y más años;2014;10,9
Irlanda;Hombres;25 y más años;2013;12,8
Irlanda;Hombres;25 y más años;2012;15
Irlanda;Hombres;25 y más años;2011;15,1
Irlanda;Hombres;25 y más años;2010;14,3
Irlanda;Hombres;25 y más años;2009;12,1
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2023;-0,1
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2022;-0,2
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2021;0,1
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2020;-0,1
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2019;-3,6
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2018;-2,2
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2017;-3,4
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2016;-6,1
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2015;-7,2
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2014;-6,8
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2013;-7,5
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2012;-13,9
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2011;-13,8
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2010;-13,8
Irlanda;Brecha de género (mujeres - hombres);Menos de 25 años;2009;-14,7
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2023;-0,3
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2022;0,2
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2021;-0,3
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2020;-0,1
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2019;-0,1
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2018;0,1
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2017;-0,6
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2016;-0,9
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2015;-1,2
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2014;-1,3
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2013;-1,9
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2012;-3,9
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2011;-4,2
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2010;-4,6
Irlanda;Brecha de género (mujeres - hombres);25 y más años;2009;-4,2
Grecia;Mujeres;Menos de 25 años;2023;29,4
Grecia;Mujeres;Menos de 25 años;2022;38,8
Grecia;Mujeres;Menos de 25 años;2021;40,9
Grecia;Mujeres;Menos de 25 años;2020;42,8
Grecia;Mujeres;Menos de 25 años;2019;41
Grecia;Mujeres;Menos de 25 años;2018;45,4
Grecia;Mujeres;Menos de 25 años;2017;49
Grecia;Mujeres;Menos de 25 años;2016;52,1
Grecia;Mujeres;Menos de 25 años;2015;54,8
Grecia;Mujeres;Menos de 25 años;2014;58,5
Grecia;Mujeres;Menos de 25 años;2013;64,6
Grecia;Mujeres;Menos de 25 años;2012;63,4
Grecia;Mujeres;Menos de 25 años;2011;52,1
Grecia;Mujeres;Menos de 25 años;2010;41,1
Grecia;Mujeres;Menos de 25 años;2009;33,6
Grecia;Mujeres;25 y más años;2023;13,4
Grecia;Mujeres;25 y más años;2022;15,2
Grecia;Mujeres;25 y más años;2021;17,8
Grecia;Mujeres;25 y más años;2020;20,4
Grecia;Mujeres;25 y más años;2019;21,3
Grecia;Mujeres;25 y más años;2018;23,5
Grecia;Mujeres;25 y más años;2017;25
Grecia;Mujeres;25 y más años;2016;27,1
Grecia;Mujeres;25 y más años;2015;27,2
Grecia;Mujeres;25 y más años;2014;28,3
Grecia;Mujeres;25 y más años;2013;29,3
Grecia;Mujeres;25 y más años;2012;25,9
Grecia;Mujeres;25 y más años;2011;19,4
Grecia;Mujeres;25 y más años;2010;14,7
Grecia;Mujeres;25 y más años;2009;11,8
Grecia;Hombres;Menos de 25 años;2023;24,4
Grecia;Hombres;Menos de 25 años;2022;25,1
Grecia;Hombres;Menos de 25 años;2021;31,1
Grecia;Hombres;Menos de 25 años;2020;34,2
Grecia;Hombres;Menos de 25 años;2019;34,5
Grecia;Hombres;Menos de 25 años;2018;37,7
Grecia;Hombres;Menos de 25 años;2017;40,5
Grecia;Hombres;Menos de 25 años;2016;44,8
Grecia;Hombres;Menos de 25 años;2015;46,5
Grecia;Hombres;Menos de 25 años;2014;48,1
Grecia;Hombres;Menos de 25 años;2013;54,9
Grecia;Hombres;Menos de 25 años;2012;49,4
Grecia;Hombres;Menos de 25 años;2011;39,4
Grecia;Hombres;Menos de 25 años;2010;27,6
Grecia;Hombres;Menos de 25 años;2009;20,1
Grecia;Hombres;25 y más años;2023;7,6
Grecia;Hombres;25 y más años;2022;8,5
Grecia;Hombres;25 y más años;2021;10,4
Grecia;Hombres;25 y más años;2020;13,6
Grecia;Hombres;25 y más años;2019;13,3
Grecia;Hombres;25 y más años;2018;14,6
Grecia;Hombres;25 y más años;2017;16,9
Grecia;Hombres;25 y más años;2016;18,8
Grecia;Hombres;25 y más años;2015;20,3
Grecia;Hombres;25 y más años;2014;22,1
Grecia;Hombres;25 y más años;2013;22,7
Grecia;Hombres;25 y más años;2012;20
Grecia;Hombres;25 y más años;2011;13,6
Grecia;Hombres;25 y más años;2010;8,9
Grecia;Hombres;25 y más años;2009;6
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2023;5
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2022;13,7
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2021;9,8
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2020;8,6
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2019;6,5
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2018;7,7
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2017;8,5
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2016;7,3
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2015;8,3
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2014;10,4
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2013;9,7
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2012;14
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2011;12,7
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2010;13,5
Grecia;Brecha de género (mujeres - hombres);Menos de 25 años;2009;13,5
Grecia;Brecha de género (mujeres - hombres);25 y más años;2023;5,8
Grecia;Brecha de género (mujeres - hombres);25 y más años;2022;6,7
Grecia;Brecha de género (mujeres - hombres);25 y más años;2021;7,4
Grecia;Brecha de género (mujeres - hombres);25 y más años;2020;6,8
Grecia;Brecha de género (mujeres - hombres);25 y más años;2019;8
Grecia;Brecha de género (mujeres - hombres);25 y más años;2018;8,9
Grecia;Brecha de género (mujeres - hombres);25 y más años;2017;8,1
Grecia;Brecha de género (mujeres - hombres);25 y más años;2016;8,3
Grecia;Brecha de género (mujeres - hombres);25 y más años;2015;6,9
Grecia;Brecha de género (mujeres - hombres);25 y más años;2014;6,2
Grecia;Brecha de género (mujeres - hombres);25 y más años;2013;6,6
Grecia;Brecha de género (mujeres - hombres);25 y más años;2012;5,9
Grecia;Brecha de género (mujeres - hombres);25 y más años;2011;5,8
Grecia;Brecha de género (mujeres - hombres);25 y más años;2010;5,8
Grecia;Brecha de género (mujeres - hombres);25 y más años;2009;5,8
España;Mujeres;Menos de 25 años;2023;28,4
España;Mujeres;Menos de 25 años;2022;30,8
España;Mujeres;Menos de 25 años;2021;35,6
España;Mujeres;Menos de 25 años;2020;39,7
España;Mujeres;Menos de 25 años;2019;34,5
España;Mujeres;Menos de 25 años;2018;33,3
España;Mujeres;Menos de 25 años;2017;37,4
España;Mujeres;Menos de 25 años;2016;44,9
España;Mujeres;Menos de 25 años;2015;48
España;Mujeres;Menos de 25 años;2014;52,9
España;Mujeres;Menos de 25 años;2013;54,6
España;Mujeres;Menos de 25 años;2012;51,4
España;Mujeres;Menos de 25 años;2011;44
España;Mujeres;Menos de 25 años;2010;39,6
España;Mujeres;Menos de 25 años;2009;36,1
España;Mujeres;25 y más años;2023;12,7
España;Mujeres;25 y más años;2022;13,6
España;Mujeres;25 y más años;2021;15,4
España;Mujeres;25 y más años;2020;16
España;Mujeres;25 y más años;2019;14,7
España;Mujeres;25 y más años;2018;15,9
España;Mujeres;25 y más años;2017;17,7
España;Mujeres;25 y más años;2016;19,8
España;Mujeres;25 y más años;2015;21,8
España;Mujeres;25 y más años;2014;23,4
España;Mujeres;25 y más años;2013;24,4
España;Mujeres;25 y más años;2012;22,8
España;Mujeres;25 y más años;2011;19,7
España;Mujeres;25 y más años;2010;18,3
España;Mujeres;25 y más años;2009;16,2
España;Hombres;Menos de 25 años;2023;28,6
España;Hombres;Menos de 25 años;2022;28,9
España;Hombres;Menos de 25 años;2021;34,1
España;Hombres;Menos de 25 años;2020;37,1
España;Hombres;Menos de 25 años;2019;30,9
España;Hombres;Menos de 25 años;2018;35,2
España;Hombres;Menos de 25 años;2017;39,5
España;Hombres;Menos de 25 años;2016;44
España;Hombres;Menos de 25 años;2015;48,6
España;Hombres;Menos de 25 años;2014;53,4
España;Hombres;Menos de 25 años;2013;56,2
España;Hombres;Menos de 25 años;2012;54,1
España;Hombres;Menos de 25 años;2011;48,2
España;Hombres;Menos de 25 años;2010;43,1
España;Hombres;Menos de 25 años;2009;39,1
España;Hombres;25 y más años;2023;9,1
España;Hombres;25 y más años;2022;9,9
España;Hombres;25 y más años;2021;11,5
España;Hombres;25 y más años;2020;12,3
España;Hombres;25 y más años;2019;11,1
España;Hombres;25 y más años;2018;12,2
España;Hombres;25 y más años;2017;14
España;Hombres;25 y más años;2016;16,3
España;Hombres;25 y más años;2015;18,8
España;Hombres;25 y más años;2014;21,4
España;Hombres;25 y más años;2013;23,2
España;Hombres;25 y más años;2012;22,2
España;Hombres;25 y más años;2011;18,7
España;Hombres;25 y más años;2010;17,4
España;Hombres;25 y más años;2009;15,4
España;Brecha de género (mujeres - hombres);Menos de 25 años;2023;-0,2
España;Brecha de género (mujeres - hombres);Menos de 25 años;2022;1,9
España;Brecha de género (mujeres - hombres);Menos de 25 años;2021;1,5
España;Brecha de género (mujeres - hombres);Menos de 25 años;2020;2,6
España;Brecha de género (mujeres - hombres);Menos de 25 años;2019;3,6
España;Brecha de género (mujeres - hombres);Menos de 25 años;2018;-1,9
España;Brecha de género (mujeres - hombres);Menos de 25 años;2017;-2,1
