Países;Secciones;Periodo;Total
Alemania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;21,1
Alemania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;21,8
Alemania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;22,3
Alemania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;22,1
Alemania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;22,7
Alemania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;22,4
Alemania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;22,3
Alemania;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;22,6
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2021;6,1
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2020;6,6
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2019;6,8
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2018;6,9
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2017;7,7
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2016;7,9
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2015;8
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2014;8,2
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2013;7,8
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2012;8,1
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2011;8
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2010;8,5
Alemania;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;19,3
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;19,5
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;20,6
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;20,7
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;23,7
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;23,4
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;24,8
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;26,4
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;28,2
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;28,2
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;25,8
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;26,1
Estonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;25,4
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;20,5
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;21,1
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;21,7
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;21,8
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;24,9
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;24,8
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;26,7
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;28,1
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;29,8
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;29,9
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;27,3
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;27,7
Estonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;26,6
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;7,1
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;5,2
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;8,2
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;7,2
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;11,3
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;8,2
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;6,2
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;8,4
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;8,4
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;8,8
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;9,8
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;10,6
Estonia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;13,4
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;..
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;9,8
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;10,8
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;11,4
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;14,6
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;14,3
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;14,2
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;14,1
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;13,1
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;12,6
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;13,1
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;13,3
Irlanda;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;12,3
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;..
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;9,9
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;10,8
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;11,3
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;14,4
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;14,2
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;13,9
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;13,9
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;12,9
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;12,2
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;12,7
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;13,9
Irlanda;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;12,6
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2021;..
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2020;..
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2019;..
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2018;10,8
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2017;..
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2016;..
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2015;..
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2014;14,1
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2013;14,6
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2012;14,8
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2011;16,6
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2010;7
Irlanda;O Administración Pública y defensa, Seguridad Social obligatoria;2009;8,6
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;7,4
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;..
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;15
Grecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;10,4
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;12,5
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;..
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;15
Grecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;-16,7
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;..
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;15,9
Grecia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;8,1
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;8,1
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;8,5
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;11,2
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;12,6
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;13,8
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;12,9
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;14
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;17,2
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;17,8
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;16,8
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;15,3
España;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;15,8
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;8,9
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;8,9
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;9,4
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;11,9
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;13,5
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;14,8
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;14,1
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;14,9
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;17,8
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;18,7
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;17,6
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;16,2
España;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;16,7
España;O Administración Pública y defensa, Seguridad Social obligatoria;2021;3,2
España;O Administración Pública y defensa, Seguridad Social obligatoria;2020;3,2
España;O Administración Pública y defensa, Seguridad Social obligatoria;2019;1,5
España;O Administración Pública y defensa, Seguridad Social obligatoria;2018;6,3
España;O Administración Pública y defensa, Seguridad Social obligatoria;2017;6,2
España;O Administración Pública y defensa, Seguridad Social obligatoria;2016;6,9
España;O Administración Pública y defensa, Seguridad Social obligatoria;2015;5,1
España;O Administración Pública y defensa, Seguridad Social obligatoria;2014;6,6
España;O Administración Pública y defensa, Seguridad Social obligatoria;2013;12,1
España;O Administración Pública y defensa, Seguridad Social obligatoria;2012;10,5
España;O Administración Pública y defensa, Seguridad Social obligatoria;2011;12,5
España;O Administración Pública y defensa, Seguridad Social obligatoria;2010;10,1
España;O Administración Pública y defensa, Seguridad Social obligatoria;2009;11,1
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;15,1
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;15,3
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;15,7
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;16,1
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;15,8
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;15,6
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;15,5
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;15,4
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;15,2
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;15
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;15
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;15,5
Francia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;..
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;15,4
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;15,6
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;16,2
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;16,7
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;16,3
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;15,9
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;15,6
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;15,5
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;15,5
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;15,6
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;15,7
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;15,6
Francia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;15,2
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;11,6
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;11,6
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;10,5
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;9,9
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;10,6
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;11,2
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;11,9
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;12,2
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;13
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;11,6
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;12,2
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;11,6
Francia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;10,7
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;10,8
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;11
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;10,9
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;12,1
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;11,6
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;..
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;8,6
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;8,8
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;..
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;..
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;5,5
Croacia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;..
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;11,1
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;11,2
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;11,5
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;11,4
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;12,3
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;11,6
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;..
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;8,7
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;7,7
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;..
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;..
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;5,7
Croacia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;..
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;11,7
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;10,2
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;9,3
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;9,2
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;10,2
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;11,5
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;..
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;14,9
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;20,8
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;..
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;..
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;9
Croacia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;6,1
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;5,5
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;5,9
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;6,2
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;..
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;..
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;..
Italia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;7,4
